CustomerID,Recency,Frequency,Monetary,KMeans_Cluster,DBSCAN_Cluster,Segment
12424.0,119,2,1760.96,1,0,Champions
12425.0,34,1,777.2,2,1,Potential Loyalists
12426.0,151,1,582.73,0,1,At-Risk
12427.0,16,2,586.08,2,0,Potential Loyalists
12428.0,76,8,7548.12,3,0,Lost/Inactive
12429.0,129,3,2844.88,1,0,Champions
12431.0,16,14,5818.51,3,0,Lost/Inactive
12432.0,126,3,4016.66,1,0,Champions
12433.0,47,3,6395.2300000000005,1,0,Champions
12434.0,41,2,806.14,1,0,Champions
12435.0,36,2,7829.89,1,0,Champions
12436.0,56,1,509.01,2,1,Potential Loyalists
12437.0,34,12,3034.01,3,0,Lost/Inactive
12438.0,96,1,890.0699999999999,2,1,Potential Loyalists
12441.0,323,1,173.55,0,1,At-Risk
12444.0,15,4,4068.82,1,0,Champions
12446.0,13,1,1002.31,2,1,Potential Loyalists
12447.0,199,1,476.49,0,1,At-Risk
12449.0,48,3,2724.58,1,0,Champions
12450.0,112,2,197.88,2,0,Potential Loyalists
12451.0,21,3,7847.38,1,0,Champions
12453.0,90,1,707.09,2,1,Potential Loyalists
12454.0,12,1,3528.34,1,1,Champions
12455.0,29,6,2466.86,1,0,Champions
12456.0,87,2,2265.4,1,0,Champions
12457.0,22,7,2363.23,3,0,Lost/Inactive
12458.0,27,2,947.4,1,0,Champions
12461.0,50,2,826.88,1,0,Champions
12462.0,259,1,762.11,0,1,At-Risk
12463.0,9,4,1344.78,1,0,Champions
12464.0,62,6,780.55,1,0,Champions
12465.0,125,1,440.94,2,1,Potential Loyalists
12468.0,144,2,729.54,1,0,Champions
12471.0,22,23,14130.14,3,0,Lost/Inactive
12472.0,8,6,6304.03,3,0,Lost/Inactive
12473.0,10,3,2873.73,1,0,Champions
12474.0,6,16,6197.06,3,0,Lost/Inactive
12475.0,10,1,723.38,2,1,Potential Loyalists
12476.0,2,9,4822.43,3,0,Lost/Inactive
12477.0,12,5,11182.05,3,0,Lost/Inactive
12480.0,99,3,2144.95,1,0,Champions
12481.0,22,9,5393.02,3,0,Lost/Inactive
12483.0,55,6,1624.06,1,0,Champions
12484.0,57,4,3658.65,1,0,Champions
12488.0,32,1,553.39,2,1,Potential Loyalists
12489.0,292,1,334.93,0,1,At-Risk
12490.0,49,6,3552.59,3,0,Lost/Inactive
12492.0,19,2,263.21000000000004,2,0,Potential Loyalists
12493.0,122,2,433.74,2,0,Potential Loyalists
12494.0,118,5,868.86,1,0,Champions
12497.0,38,1,1043.1,2,1,Potential Loyalists
12498.0,14,1,247.25000000000003,2,1,Potential Loyalists
12500.0,6,10,3640.78,3,0,Lost/Inactive
12501.0,293,1,2169.39,0,1,At-Risk
12502.0,52,5,3723.87,1,0,Champions
12506.0,189,1,73.5,0,1,At-Risk
12507.0,90,3,1304.81,1,0,Champions
12509.0,240,1,176.5,0,1,At-Risk
12510.0,99,2,982.57,1,0,Champions
12512.0,22,2,132.18,2,0,Potential Loyalists
12513.0,69,1,612.29,2,1,Potential Loyalists
12514.0,223,1,1017.68,0,1,At-Risk
12515.0,309,1,383.7,0,1,At-Risk
12516.0,34,2,1312.06,1,0,Champions
12517.0,30,3,1938.65,1,0,Champions
12518.0,15,3,1230.79,1,0,Champions
12519.0,20,1,330.84000000000003,2,1,Potential Loyalists
12520.0,35,5,2634.26,1,0,Champions
12521.0,99,1,599.68,2,1,Potential Loyalists
12522.0,7,1,89.4,2,1,Potential Loyalists
12523.0,20,9,1299.13,3,0,Lost/Inactive
12524.0,20,7,4177.92,3,0,Lost/Inactive
12526.0,10,2,1039.58,1,0,Champions
12527.0,38,3,348.71000000000004,2,0,Potential Loyalists
12528.0,20,5,1561.88,1,0,Champions
12530.0,16,4,1662.28,1,0,Champions
12534.0,87,1,1089.18,2,1,Potential Loyalists
12535.0,48,2,716.35,1,0,Champions
12536.0,15,1,4279.71,1,1,Champions
12539.0,218,3,4517.69,1,-1,Champions
12540.0,8,15,11938.26,3,0,Lost/Inactive
12541.0,129,2,536.14,2,0,Potential Loyalists
12545.0,31,2,1000.39,1,0,Champions
12546.0,3,2,1161.5,1,0,Champions
12547.0,154,2,207.8,0,0,At-Risk
12548.0,122,1,95.2,2,1,Potential Loyalists
12550.0,35,1,964.83,2,1,Potential Loyalists
12551.0,314,1,168.0,0,1,At-Risk
12553.0,14,8,2897.14,3,0,Lost/Inactive
12556.0,6,2,599.56,2,0,Potential Loyalists
12557.0,114,4,9000.960000000001,3,-1,Lost/Inactive
12559.0,267,2,561.71,0,0,At-Risk
12560.0,68,2,1436.31,1,0,Champions
12561.0,259,1,238.85,0,1,At-Risk
12562.0,12,5,2507.4700000000003,1,0,Champions
12564.0,217,1,456.9,0,1,At-Risk
12565.0,245,1,145.92000000000002,0,1,At-Risk
12566.0,42,1,351.65,2,1,Potential Loyalists
12567.0,52,9,7849.98,3,0,Lost/Inactive
12569.0,6,19,2754.66,3,0,Lost/Inactive
12571.0,78,1,248.35,2,1,Potential Loyalists
12572.0,8,1,532.74,2,1,Potential Loyalists
12573.0,183,1,160.54000000000002,0,1,At-Risk
12574.0,272,1,218.45,0,1,At-Risk
12576.0,52,4,936.55,1,0,Champions
12577.0,315,1,195.89,0,1,At-Risk
12578.0,286,1,1608.66,0,1,At-Risk
12579.0,34,1,440.42,2,1,Potential Loyalists
12580.0,203,1,415.7,0,1,At-Risk
12582.0,195,2,511.36,0,0,At-Risk
12583.0,14,12,5414.44,3,0,Lost/Inactive
12584.0,14,6,1380.45,1,0,Champions
12585.0,190,2,2040.1,1,0,Champions
12589.0,101,1,131.5,2,1,Potential Loyalists
12590.0,167,2,9864.26,1,-1,Champions
12591.0,273,1,452.85,0,1,At-Risk
12592.0,48,2,437.6,2,0,Potential Loyalists
12593.0,64,3,418.1,1,0,Champions
12594.0,2,9,3252.3,3,0,Lost/Inactive
12596.0,7,2,618.27,1,0,Champions
12597.0,139,2,1428.81,1,0,Champions
12598.0,27,5,1946.14,1,0,Champions
12599.0,83,6,857.04,1,0,Champions
12600.0,40,9,2219.46,3,0,Lost/Inactive
12601.0,146,5,577.0600000000001,1,0,Champions
12602.0,15,1,153.12,2,1,Potential Loyalists
12604.0,35,2,254.18,2,0,Potential Loyalists
12607.0,16,1,1579.51,1,1,Champions
12609.0,34,3,1126.85,1,0,Champions
12610.0,1,3,1691.34,1,0,Champions
12611.0,8,1,1193.32,1,1,Champions
12612.0,30,1,704.04,2,1,Potential Loyalists
12613.0,13,5,3344.38,1,0,Champions
12614.0,234,1,315.6,0,1,At-Risk
12615.0,28,2,1211.39,1,0,Champions
12616.0,51,2,713.3,1,0,Champions
12619.0,34,7,2760.38,3,0,Lost/Inactive
12620.0,37,2,939.32,1,0,Champions
12621.0,8,18,11891.19,3,0,Lost/Inactive
12622.0,188,1,180.1,0,1,At-Risk
12623.0,232,1,305.1,0,1,At-Risk
12624.0,62,2,641.13,1,0,Champions
12625.0,168,2,2683.82,1,0,Champions
12626.0,20,7,6151.55,3,0,Lost/Inactive
12627.0,20,6,3911.55,3,0,Lost/Inactive
12628.0,21,1,333.64,2,1,Potential Loyalists
12631.0,13,1,640.5,2,1,Potential Loyalists
12633.0,15,4,2163.98,1,0,Champions
12635.0,46,2,1689.18,1,0,Champions
12637.0,23,8,6002.9,3,0,Lost/Inactive
12639.0,194,1,486.1,0,1,At-Risk
12640.0,38,1,764.59,2,1,Potential Loyalists
12641.0,71,1,185.9,2,1,Potential Loyalists
12642.0,7,2,658.41,1,0,Champions
12643.0,84,6,3344.64,3,0,Lost/Inactive
12644.0,86,1,477.91,2,1,Potential Loyalists
12645.0,65,3,1310.86,1,0,Champions
12646.0,5,1,731.69,2,1,Potential Loyalists
12647.0,34,11,3401.67,3,0,Lost/Inactive
12648.0,111,1,318.05,2,1,Potential Loyalists
12649.0,63,3,623.51,1,0,Champions
12651.0,290,1,114.0,0,1,At-Risk
12652.0,287,1,919.98,0,1,At-Risk
12653.0,105,2,2209.85,1,0,Champions
12654.0,154,3,337.75,0,0,At-Risk
12656.0,29,4,3465.42,1,0,Champions
12657.0,35,1,618.44,2,1,Potential Loyalists
12662.0,9,8,3175.28,3,0,Lost/Inactive
12664.0,15,6,2921.88,3,0,Lost/Inactive
12665.0,281,1,63.0,0,1,At-Risk
12667.0,14,1,620.13,2,1,Potential Loyalists
12668.0,215,3,2924.4700000000003,1,-1,Champions
12669.0,107,3,2744.03,1,0,Champions
12670.0,55,3,1634.47,1,0,Champions
12672.0,286,1,225.9,0,1,At-Risk
12673.0,283,1,220.9,0,1,At-Risk
12674.0,48,3,1402.0,1,0,Champions
12676.0,27,5,1149.73,1,0,Champions
12678.0,35,10,8680.5,3,0,Lost/Inactive
12679.0,15,4,1113.02,1,0,Champions
12680.0,29,3,613.36,1,0,Champions
12681.0,34,16,10657.12,3,0,Lost/Inactive
12682.0,16,24,9225.79,3,0,Lost/Inactive
12683.0,6,13,7679.09,3,0,Lost/Inactive
12684.0,20,5,1627.24,1,0,Champions
12685.0,7,5,2449.96,1,0,Champions
12686.0,328,1,89.14,0,1,At-Risk
12688.0,70,1,4873.81,1,-1,Champions
12689.0,84,1,511.03,2,1,Potential Loyalists
12690.0,162,1,389.01,0,1,At-Risk
12691.0,14,5,859.4,1,0,Champions
12693.0,83,4,855.91,1,0,Champions
12694.0,26,2,869.67,1,0,Champions
12695.0,22,3,497.0,1,0,Champions
12697.0,87,2,733.91,1,0,Champions
12700.0,22,3,3625.24,1,0,Champions
12701.0,36,2,797.71,1,0,Champions
12703.0,27,1,283.55,2,1,Potential Loyalists
12704.0,34,4,1346.47,1,0,Champions
12705.0,33,5,5005.14,3,0,Lost/Inactive
12707.0,248,1,603.42,0,1,At-Risk
12708.0,28,8,2399.14,3,0,Lost/Inactive
12709.0,15,13,8558.74,3,0,Lost/Inactive
12710.0,53,3,1149.02,1,0,Champions
12712.0,5,12,4163.4800000000005,3,0,Lost/Inactive
12714.0,63,4,3389.7,1,0,Champions
12715.0,62,1,343.36,2,1,Potential Loyalists
12716.0,89,1,677.9,2,1,Potential Loyalists
12717.0,107,2,1030.98,1,0,Champions
12718.0,27,1,238.25,2,1,Potential Loyalists
12719.0,21,1,283.6,2,1,Potential Loyalists
12720.0,9,20,4477.2,3,0,Lost/Inactive
12721.0,36,5,2041.81,1,0,Champions
12722.0,41,4,997.63,1,0,Champions
12723.0,21,2,299.41,2,0,Potential Loyalists
12724.0,38,3,823.17,1,0,Champions
12725.0,327,1,427.8,0,1,At-Risk
12726.0,42,6,1824.64,1,0,Champions
12727.0,51,6,3337.7,3,0,Lost/Inactive
12728.0,27,4,836.33,1,0,Champions
12729.0,70,1,453.01,2,1,Potential Loyalists
12731.0,7,11,17398.39,3,0,Lost/Inactive
12732.0,136,1,236.26,2,1,Potential Loyalists
12733.0,190,1,383.95,0,1,At-Risk
12734.0,308,1,110.4,0,1,At-Risk
12735.0,271,2,779.5699999999999,0,0,At-Risk
12736.0,289,1,234.0,0,1,At-Risk
12738.0,328,1,155.35,0,1,At-Risk
12739.0,34,2,1013.04,1,0,Champions
12740.0,20,1,427.6,2,1,Potential Loyalists
12743.0,90,2,540.13,2,0,Potential Loyalists
12744.0,8,7,21279.29,3,-1,Lost/Inactive
12747.0,23,9,3444.78,3,0,Lost/Inactive
12748.0,1,153,20514.75,3,-1,Lost/Inactive
12749.0,86,3,2755.23,1,0,Champions
12750.0,85,1,275.88,2,1,Potential Loyalists
12752.0,37,1,4366.78,1,1,Champions
12753.0,92,5,16620.91,3,-1,Lost/Inactive
12754.0,192,3,3010.74,1,-1,Champions
12755.0,236,2,3811.95,0,-1,At-Risk
12756.0,43,1,112.08,2,1,Potential Loyalists
12757.0,7,10,7139.150000000001,3,0,Lost/Inactive
12758.0,73,2,2791.59,1,0,Champions
12759.0,8,3,1531.44,1,0,Champions
12763.0,94,2,494.08,2,0,Potential Loyalists
12764.0,273,1,1693.88,0,1,At-Risk
12766.0,14,6,6271.2,3,0,Lost/Inactive
12769.0,195,1,1143.6,0,1,At-Risk
12770.0,167,1,1351.45,0,1,At-Risk
12772.0,16,1,892.47,2,1,Potential Loyalists
12775.0,146,4,1164.68,1,0,Champions
12778.0,19,5,663.99,1,0,Champions
12779.0,146,7,2999.41,3,0,Lost/Inactive
12781.0,20,2,826.74,1,0,Champions
12782.0,106,4,2078.67,1,0,Champions
12783.0,10,4,1603.07,1,0,Champions
12785.0,320,1,311.95,0,1,At-Risk
12787.0,48,2,344.66,2,0,Potential Loyalists
12789.0,21,1,91.85,2,1,Potential Loyalists
12790.0,148,1,324.92,0,1,At-Risk
12791.0,330,1,192.6,0,1,At-Risk
12792.0,213,1,400.54,0,1,At-Risk
12793.0,291,2,545.48,0,0,At-Risk
12794.0,9,2,860.41,1,0,Champions
12797.0,322,1,254.03,0,1,At-Risk
12798.0,127,1,1607.04,1,1,Champions
12802.0,143,1,427.58,2,1,Potential Loyalists
12808.0,141,2,281.35,2,0,Potential Loyalists
12809.0,134,1,489.31,2,1,Potential Loyalists
12811.0,217,3,514.85,0,0,At-Risk
12812.0,1,1,229.64,2,1,Potential Loyalists
12814.0,58,1,125.92,2,1,Potential Loyalists
12815.0,104,2,1063.46,1,0,Champions
12816.0,51,2,572.2,2,0,Potential Loyalists
12817.0,237,1,166.04000000000002,0,1,At-Risk
12818.0,218,1,1542.08,0,1,At-Risk
12820.0,31,2,388.23,2,0,Potential Loyalists
12821.0,170,1,92.72,0,1,At-Risk
12822.0,27,2,948.88,1,0,Champions
12823.0,31,5,1759.5,1,0,Champions
12824.0,15,1,397.12,2,1,Potential Loyalists
12826.0,28,5,1052.62,1,0,Champions
12828.0,22,4,661.3100000000001,1,0,Champions
12829.0,293,2,293.0,0,0,At-Risk
12830.0,47,5,6414.32,3,0,Lost/Inactive
12831.0,218,1,215.05,0,1,At-Risk
12832.0,54,1,267.8,2,1,Potential Loyalists
12833.0,101,1,417.38,2,1,Potential Loyalists
12834.0,239,1,312.38,0,1,At-Risk
12836.0,15,4,2610.36,1,0,Champions
12837.0,129,1,134.1,2,1,Potential Loyalists
12838.0,330,1,390.79,0,1,At-Risk
12839.0,28,10,3376.05,3,0,Lost/Inactive
12840.0,100,4,2726.77,1,0,Champions
12841.0,7,20,3428.51,3,0,Lost/Inactive
12842.0,26,2,1118.99,1,0,Champions
12843.0,22,8,1702.26,3,0,Lost/Inactive
12844.0,86,1,174.88,2,1,Potential Loyalists
12845.0,223,4,354.09000000000003,0,0,At-Risk
12849.0,225,1,668.85,0,1,At-Risk
12851.0,52,1,131.81,2,1,Potential Loyalists
12852.0,251,1,311.55,0,1,At-Risk
12853.0,91,6,1957.1,1,0,Champions
12854.0,35,3,1316.25,1,0,Champions
12855.0,329,1,38.1,0,1,At-Risk
12856.0,12,2,990.98,1,0,Champions
12857.0,167,2,1106.4,1,0,Champions
12863.0,8,1,521.2,2,1,Potential Loyalists
12864.0,94,1,147.12,2,1,Potential Loyalists
12865.0,80,1,981.38,2,1,Potential Loyalists
12866.0,239,1,559.12,0,1,At-Risk
12867.0,52,6,3015.96,3,0,Lost/Inactive
12868.0,142,6,1607.0600000000002,1,0,Champions
12871.0,40,2,380.64,2,0,Potential Loyalists
12872.0,283,2,599.97,0,0,At-Risk
12873.0,238,1,374.0,0,1,At-Risk
12875.0,99,2,343.2300000000001,2,0,Potential Loyalists
12876.0,14,2,2218.02,1,0,Champions
12877.0,34,10,1160.37,3,0,Lost/Inactive
12878.0,192,2,854.99,0,0,At-Risk
12879.0,1,3,573.22,1,0,Champions
12881.0,232,1,298.0,0,1,At-Risk
12883.0,45,1,291.63,2,1,Potential Loyalists
12884.0,44,1,309.05,2,1,Potential Loyalists
12885.0,19,3,1175.22,1,0,Champions
12886.0,24,2,1378.4,1,0,Champions
12888.0,170,2,354.12,0,0,At-Risk
12891.0,142,3,331.0,2,0,Potential Loyalists
12895.0,43,1,267.8,2,1,Potential Loyalists
12897.0,161,2,216.5,0,0,At-Risk
12901.0,11,22,13771.27,3,0,Lost/Inactive
12902.0,221,1,138.68,0,1,At-Risk
12904.0,128,1,244.69,2,1,Potential Loyalists
12906.0,34,2,1936.59,1,0,Champions
12908.0,132,2,750.0,1,0,Champions
12909.0,44,4,1857.35,1,0,Champions
12910.0,20,6,2616.58,3,0,Lost/Inactive
12913.0,239,3,866.39,0,0,At-Risk
12915.0,105,2,363.65,2,0,Potential Loyalists
12916.0,95,4,2944.95,1,0,Champions
12917.0,84,1,594.0,2,1,Potential Loyalists
12919.0,73,3,441.65,1,0,Champions
12921.0,3,30,12724.05,3,0,Lost/Inactive
12922.0,117,1,405.38,2,1,Potential Loyalists
12923.0,20,1,172.82,2,1,Potential Loyalists
12924.0,44,4,933.7,1,0,Champions
12925.0,31,1,368.31,2,1,Potential Loyalists
12928.0,2,4,1470.14,1,0,Champions
12929.0,268,1,117.85,0,1,At-Risk
12930.0,34,2,415.8,2,0,Potential Loyalists
12931.0,23,12,34440.06,3,-1,Lost/Inactive
12933.0,127,2,357.49,2,0,Potential Loyalists
12935.0,66,4,1535.34,1,0,Champions
12936.0,34,1,798.46,2,1,Potential Loyalists
12937.0,27,3,826.44,1,0,Champions
12939.0,20,8,11581.8,3,0,Lost/Inactive
12940.0,11,2,899.69,1,0,Champions
12942.0,87,3,675.6,1,0,Champions
12944.0,311,1,286.95,0,1,At-Risk
12945.0,244,1,462.95,0,1,At-Risk
12947.0,100,6,1603.99,1,0,Champions
12948.0,15,5,1727.33,1,0,Champions
12949.0,70,7,3449.42,3,0,Lost/Inactive
12951.0,130,5,751.78,1,0,Champions
12952.0,34,1,731.54,2,1,Potential Loyalists
12955.0,8,7,2113.12,3,0,Lost/Inactive
12956.0,262,1,108.07,0,1,At-Risk
12957.0,28,6,2640.7200000000003,3,0,Lost/Inactive
12962.0,69,1,170.54,2,1,Potential Loyalists
12963.0,9,3,724.9300000000001,1,0,Champions
12965.0,45,1,769.8100000000001,2,1,Potential Loyalists
12967.0,314,2,1660.9,0,0,At-Risk
12968.0,68,1,135.95,2,1,Potential Loyalists
12970.0,278,2,23.8,0,-1,At-Risk
12971.0,8,70,9035.66,3,-1,Lost/Inactive
12974.0,154,1,144.8,0,1,At-Risk
12976.0,168,1,738.6,0,1,At-Risk
12977.0,112,1,39.24,2,1,Potential Loyalists
12980.0,114,9,7374.900000000001,3,0,Lost/Inactive
12981.0,89,1,187.18,2,1,Potential Loyalists
12982.0,199,1,390.54,0,1,At-Risk
12987.0,30,2,558.7,2,0,Potential Loyalists
12988.0,248,1,505.82,0,1,At-Risk
12989.0,10,12,6440.02,3,0,Lost/Inactive
12990.0,141,2,263.9,2,0,Potential Loyalists
12991.0,68,1,303.56,2,1,Potential Loyalists
12993.0,77,3,372.4,2,0,Potential Loyalists
12994.0,76,2,645.47,1,0,Champions
12995.0,41,1,211.32,2,1,Potential Loyalists
12997.0,45,3,916.39,1,0,Champions
12999.0,152,3,455.88,1,0,Champions
13000.0,63,3,534.85,1,0,Champions
13001.0,114,11,8582.57,3,-1,Lost/Inactive
13002.0,274,1,120.95,0,1,At-Risk
13003.0,62,3,149.05,2,0,Potential Loyalists
13004.0,19,15,4609.0,3,0,Lost/Inactive
13005.0,130,2,513.7,2,0,Potential Loyalists
13006.0,12,1,81.57,2,1,Potential Loyalists
13008.0,279,1,229.47,0,1,At-Risk
13011.0,328,1,50.55,0,1,At-Risk
13012.0,34,5,1190.84,1,0,Champions
13013.0,21,10,3902.9,3,0,Lost/Inactive
13014.0,31,6,2421.63,1,0,Champions
13015.0,9,5,3339.64,1,0,Champions
13016.0,29,3,789.89,1,0,Champions
13018.0,20,22,6090.34,3,0,Lost/Inactive
13021.0,26,6,1619.28,1,0,Champions
13023.0,20,2,689.9,1,0,Champions
13026.0,49,3,604.2,1,0,Champions
13027.0,70,6,6912.0,3,0,Lost/Inactive
13028.0,1,1,355.94,2,1,Potential Loyalists
13029.0,95,2,773.1999999999999,1,0,Champions
13030.0,324,1,402.36,0,1,At-Risk
13032.0,8,2,1010.18,1,0,Champions
13033.0,313,1,190.55,0,1,At-Risk
13034.0,11,2,642.77,1,0,Champions
13035.0,30,2,921.88,1,0,Champions
13037.0,94,3,881.07,1,0,Champions
13038.0,36,3,908.46,1,0,Champions
13043.0,229,1,516.42,0,1,At-Risk
13044.0,247,1,560.47,0,1,At-Risk
13045.0,55,1,305.28000000000003,2,1,Potential Loyalists
13046.0,222,1,197.72,0,1,At-Risk
13047.0,13,9,3232.59,3,0,Lost/Inactive
13048.0,70,3,1358.55,1,0,Champions
13049.0,20,2,656.6800000000001,1,0,Champions
13050.0,2,15,5124.51,3,0,Lost/Inactive
13052.0,168,1,348.15000000000003,0,1,At-Risk
13055.0,34,3,1214.41,1,0,Champions
13058.0,14,2,137.70000000000002,2,0,Potential Loyalists
13059.0,206,1,183.4,0,1,At-Risk
13060.0,210,1,307.53000000000003,0,1,At-Risk
13061.0,28,1,248.61,2,1,Potential Loyalists
13062.0,147,1,346.98,2,1,Potential Loyalists
13064.0,44,3,842.33,1,0,Champions
13065.0,329,1,205.86,0,1,At-Risk
13067.0,38,1,115.46,2,1,Potential Loyalists
13068.0,276,1,165.0,0,1,At-Risk
13069.0,9,22,3995.11,3,0,Lost/Inactive
13070.0,148,1,228.8,0,1,At-Risk
13072.0,223,1,177.15,0,1,At-Risk
13075.0,86,1,919.61,2,1,Potential Loyalists
13077.0,246,3,576.19,0,0,At-Risk
13078.0,7,21,9824.93,3,0,Lost/Inactive
13079.0,31,3,172.4,2,0,Potential Loyalists
13080.0,135,1,58.08,2,1,Potential Loyalists
13081.0,100,8,18870.12,3,-1,Lost/Inactive
13082.0,82,9,3613.63,3,0,Lost/Inactive
13083.0,32,1,192.39,2,1,Potential Loyalists
13085.0,114,2,416.08,2,0,Potential Loyalists
13089.0,7,84,48455.09,3,-1,Lost/Inactive
13090.0,9,11,6145.99,3,0,Lost/Inactive
13092.0,27,5,477.83,1,0,Champions
13093.0,232,8,7832.47,3,-1,Lost/Inactive
13094.0,36,11,1774.68,3,0,Lost/Inactive
13095.0,27,1,74.39999999999999,2,1,Potential Loyalists
13097.0,33,9,5472.08,3,0,Lost/Inactive
13098.0,17,21,21810.42,3,0,Lost/Inactive
13099.0,55,1,207.36,2,1,Potential Loyalists
13101.0,190,1,101.19,0,1,At-Risk
13102.0,37,20,5292.84,3,0,Lost/Inactive
13104.0,3,5,759.0,1,0,Champions
13106.0,89,1,76.5,2,1,Potential Loyalists
13107.0,42,3,1407.42,1,0,Champions
13108.0,329,1,350.06,0,1,At-Risk
13109.0,16,2,786.54,1,0,Champions
13110.0,9,6,1246.94,1,0,Champions
13113.0,17,21,11262.72,3,0,Lost/Inactive
13115.0,13,3,1795.22,1,0,Champions
13116.0,94,1,501.14,2,1,Potential Loyalists
13117.0,78,7,841.77,1,0,Champions
13118.0,164,3,799.7,1,0,Champions
13120.0,195,1,30.6,0,1,At-Risk
13121.0,225,1,283.73,0,1,At-Risk
13122.0,50,2,922.39,1,0,Champions
13124.0,45,3,3756.33,1,0,Champions
13126.0,1,7,1730.2,3,0,Lost/Inactive
13127.0,34,1,259.17,2,1,Potential Loyalists
13130.0,50,1,64.0,2,1,Potential Loyalists
13131.0,27,2,772.2,1,0,Champions
13132.0,217,1,77.3,0,1,At-Risk
13133.0,230,2,109.8,0,0,At-Risk
13134.0,42,4,1793.58,1,0,Champions
13135.0,153,1,3096.0,1,-1,Champions
13136.0,12,5,2607.61,1,0,Champions
13137.0,48,5,1888.32,1,0,Champions
13138.0,3,5,831.69,1,0,Champions
13139.0,28,4,3584.56,1,0,Champions
13140.0,64,3,422.47,1,0,Champions
13141.0,41,5,2388.75,1,0,Champions
13144.0,289,1,110.95,0,1,At-Risk
13145.0,48,3,499.72,1,0,Champions
13147.0,56,1,118.8,2,1,Potential Loyalists
13148.0,90,10,2766.01,3,0,Lost/Inactive
13149.0,62,3,1132.62,1,0,Champions
13151.0,252,1,1257.87,0,1,At-Risk
13155.0,36,3,882.5,1,0,Champions
13157.0,5,4,1741.22,1,0,Champions
13158.0,51,4,1201.06,1,0,Champions
13159.0,6,3,1146.79,1,0,Champions
13161.0,269,1,112.75,0,1,At-Risk
13162.0,78,4,1688.29,1,0,Champions
13165.0,2,2,1021.48,1,0,Champions
13166.0,239,1,417.2,0,1,At-Risk
13167.0,23,3,659.67,1,0,Champions
13168.0,155,3,953.06,1,0,Champions
13169.0,20,2,712.88,1,0,Champions
13171.0,5,2,272.89,2,0,Potential Loyalists
13173.0,323,1,165.94,0,1,At-Risk
13174.0,272,2,2034.06,0,0,At-Risk
13176.0,2,1,481.49,2,1,Potential Loyalists
13177.0,21,1,282.45,2,1,Potential Loyalists
13178.0,29,9,5156.7300000000005,3,0,Lost/Inactive
13182.0,1,1,121.18,2,1,Potential Loyalists
13183.0,43,7,3085.5800000000004,3,0,Lost/Inactive
13184.0,87,9,1472.1,3,0,Lost/Inactive
13185.0,224,1,71.4,0,1,At-Risk
13186.0,50,2,1301.94,1,0,Champions
