ds,y,hour,dayofweek,month,is_weekend,lag_1,lag_24,lag_168,rolling_mean_24
2010-12-09 12:00:00,4991.065999999994,12,3,12,0,2833.31,4991.065999999994,4773.68,1394.8143333333326
2010-12-09 13:00:00,4991.065999999994,13,3,12,0,4991.065999999994,4991.065999999994,2593.78,1394.8143333333326
2010-12-09 14:00:00,4666.9800000000005,14,3,12,0,4991.065999999994,3441.4500000000003,3037.23,1394.8143333333326
2010-12-09 15:00:00,2325.88,15,3,12,0,4666.9800000000005,4991.065999999994,4991.065999999994,1445.8780833333324
2010-12-09 16:00:00,2164.01,16,3,12,0,2325.88,4334.9,4991.065999999994,1334.828666666666
2010-12-09 17:00:00,443.77,17,3,12,0,2164.01,167.09,4120.38,1244.374916666666
2010-12-09 18:00:00,418.4,18,3,12,0,443.77,0.0,2564.5,1255.9032499999994
2010-12-09 19:00:00,729.74,19,3,12,0,418.4,0.0,540.65,1273.3365833333326
2010-12-09 20:00:00,300.64,20,3,12,0,729.74,0.0,0.0,1303.742416666666
2010-12-09 21:00:00,0.0,21,3,12,0,300.64,0.0,0.0,1316.2690833333327
2010-12-09 22:00:00,0.0,22,3,12,0,0.0,0.0,0.0,1316.2690833333327
2010-12-09 23:00:00,0.0,23,3,12,0,0.0,0.0,0.0,1316.2690833333327
2010-12-10 00:00:00,0.0,0,4,12,0,0.0,0.0,0.0,1316.2690833333327
2010-12-10 01:00:00,0.0,1,4,12,0,0.0,0.0,0.0,1316.2690833333327
2010-12-10 02:00:00,0.0,2,4,12,0,0.0,0.0,0.0,1316.2690833333327
2010-12-10 03:00:00,0.0,3,4,12,0,0.0,0.0,0.0,1316.2690833333327
2010-12-10 04:00:00,0.0,4,4,12,0,0.0,0.0,0.0,1316.2690833333327
2010-12-10 05:00:00,0.0,5,4,12,0,0.0,0.0,0.0,1316.2690833333327
2010-12-10 06:00:00,0.0,6,4,12,0,0.0,0.0,0.0,1316.2690833333327
2010-12-10 07:00:00,0.0,7,4,12,0,0.0,0.0,0.0,1316.2690833333327
2010-12-10 08:00:00,0.0,8,4,12,0,0.0,213.3,0.0,1316.2690833333327
2010-12-10 09:00:00,3677.91,9,4,12,0,0.0,2521.23,2604.62,1307.3815833333326
2010-12-10 10:00:00,4991.065999999994,10,4,12,0,3677.91,4991.065999999994,2038.45,1355.5765833333328
2010-12-10 11:00:00,4449.86,11,4,12,0,4991.065999999994,2833.31,717.28,1355.5765833333328
2010-12-10 12:00:00,3851.16,12,4,12,0,4449.86,4991.065999999994,4991.065999999994,1422.9328333333326
2010-12-10 13:00:00,3351.6600000000003,13,4,12,0,3851.16,4991.065999999994,3926.93,1375.4367499999996
2010-12-10 14:00:00,1605.88,14,4,12,0,3351.6600000000003,4666.9800000000005,3902.36,1307.1281666666666
2010-12-10 15:00:00,4991.065999999994,15,4,12,0,1605.88,2325.88,1230.34,1179.582333333333
2010-12-10 16:00:00,158.0,16,4,12,0,4991.065999999994,2164.01,849.55,1290.6317499999996
2010-12-10 17:00:00,259.0,17,4,12,0,158.0,443.77,2502.11,1207.0479999999995
2010-12-10 18:00:00,0.0,18,4,12,0,259.0,418.4,0.0,1199.3492499999995
2010-12-10 19:00:00,0.0,19,4,12,0,0.0,729.74,0.0,1181.9159166666661
2010-12-10 20:00:00,0.0,20,4,12,0,0.0,300.64,0.0,1151.510083333333
2010-12-10 21:00:00,0.0,21,4,12,0,0.0,0.0,0.0,1138.9834166666662
2010-12-10 22:00:00,0.0,22,4,12,0,0.0,0.0,0.0,1138.9834166666662
2010-12-10 23:00:00,0.0,23,4,12,0,0.0,0.0,0.0,1138.9834166666662
2010-12-11 00:00:00,0.0,0,5,12,1,0.0,0.0,0.0,1138.9834166666662
2010-12-11 01:00:00,0.0,1,5,12,1,0.0,0.0,0.0,1138.9834166666662
2010-12-11 02:00:00,0.0,2,5,12,1,0.0,0.0,0.0,1138.9834166666662
2010-12-11 03:00:00,0.0,3,5,12,1,0.0,0.0,0.0,1138.9834166666662
2010-12-11 04:00:00,0.0,4,5,12,1,0.0,0.0,0.0,1138.9834166666662
2010-12-11 05:00:00,0.0,5,5,12,1,0.0,0.0,0.0,1138.9834166666662
2010-12-11 06:00:00,0.0,6,5,12,1,0.0,0.0,0.0,1138.9834166666662
2010-12-11 07:00:00,0.0,7,5,12,1,0.0,0.0,0.0,1138.9834166666662
2010-12-11 08:00:00,0.0,8,5,12,1,0.0,0.0,0.0,1138.9834166666662
2010-12-11 09:00:00,0.0,9,5,12,1,0.0,3677.91,0.0,1138.9834166666662
2010-12-11 10:00:00,0.0,10,5,12,1,0.0,4991.065999999994,0.0,985.7371666666662
2010-12-11 11:00:00,0.0,11,5,12,1,0.0,4449.86,0.0,777.7760833333331
2010-12-11 12:00:00,0.0,12,5,12,1,0.0,3851.16,0.0,592.3652499999997
2010-12-11 13:00:00,0.0,13,5,12,1,0.0,3351.6600000000003,0.0,431.90024999999974
2010-12-11 14:00:00,0.0,14,5,12,1,0.0,1605.88,0.0,292.24774999999977
2010-12-11 15:00:00,0.0,15,5,12,1,0.0,4991.065999999994,0.0,225.33608333333305
2010-12-11 16:00:00,0.0,16,5,12,1,0.0,158.0,0.0,17.375
2010-12-11 17:00:00,0.0,17,5,12,1,0.0,259.0,0.0,10.791666666666666
2010-12-11 18:00:00,0.0,18,5,12,1,0.0,0.0,0.0,0.0
2010-12-11 19:00:00,0.0,19,5,12,1,0.0,0.0,0.0,0.0
2010-12-11 20:00:00,0.0,20,5,12,1,0.0,0.0,0.0,0.0
2010-12-11 21:00:00,0.0,21,5,12,1,0.0,0.0,0.0,0.0
2010-12-11 22:00:00,0.0,22,5,12,1,0.0,0.0,0.0,0.0
2010-12-11 23:00:00,0.0,23,5,12,1,0.0,0.0,0.0,0.0
2010-12-12 00:00:00,0.0,0,6,12,1,0.0,0.0,0.0,0.0
2010-12-12 01:00:00,0.0,1,6,12,1,0.0,0.0,0.0,0.0
2010-12-12 02:00:00,0.0,2,6,12,1,0.0,0.0,0.0,0.0
2010-12-12 03:00:00,0.0,3,6,12,1,0.0,0.0,0.0,0.0
2010-12-12 04:00:00,0.0,4,6,12,1,0.0,0.0,0.0,0.0
2010-12-12 05:00:00,0.0,5,6,12,1,0.0,0.0,0.0,0.0
2010-12-12 06:00:00,0.0,6,6,12,1,0.0,0.0,0.0,0.0
2010-12-12 07:00:00,0.0,7,6,12,1,0.0,0.0,0.0,0.0
2010-12-12 08:00:00,0.0,8,6,12,1,0.0,0.0,0.0,0.0
2010-12-12 09:00:00,0.0,9,6,12,1,0.0,0.0,0.0,0.0
2010-12-12 10:00:00,1425.0,10,6,12,1,0.0,0.0,2756.13,0.0
2010-12-12 11:00:00,4991.065999999994,11,6,12,1,1425.0,0.0,4991.065999999994,59.375
2010-12-12 12:00:00,3126.19,12,6,12,1,4991.065999999994,0.0,4991.065999999994,267.3360833333331
2010-12-12 13:00:00,2305.82,13,6,12,1,3126.19,0.0,4991.065999999994,397.59399999999977
2010-12-12 14:00:00,2748.01,14,6,12,1,2305.82,0.0,2906.93,493.6698333333331
2010-12-12 15:00:00,0.0,15,6,12,1,2748.01,0.0,4991.065999999994,608.1702499999998
2010-12-12 16:00:00,1401.93,16,6,12,1,0.0,0.0,2210.63,608.1702499999998
2010-12-12 17:00:00,0.0,17,6,12,1,1401.93,0.0,0.0,666.5839999999997
2010-12-12 18:00:00,0.0,18,6,12,1,0.0,0.0,0.0,666.5839999999997
2010-12-12 19:00:00,0.0,19,6,12,1,0.0,0.0,0.0,666.5839999999997
2010-12-12 20:00:00,0.0,20,6,12,1,0.0,0.0,0.0,666.5839999999997
2010-12-12 21:00:00,0.0,21,6,12,1,0.0,0.0,0.0,666.5839999999997
2010-12-12 22:00:00,0.0,22,6,12,1,0.0,0.0,0.0,666.5839999999997
2010-12-12 23:00:00,0.0,23,6,12,1,0.0,0.0,0.0,666.5839999999997
2010-12-13 00:00:00,0.0,0,0,12,0,0.0,0.0,0.0,666.5839999999997
2010-12-13 01:00:00,0.0,1,0,12,0,0.0,0.0,0.0,666.5839999999997
2010-12-13 02:00:00,0.0,2,0,12,0,0.0,0.0,0.0,666.5839999999997
2010-12-13 03:00:00,0.0,3,0,12,0,0.0,0.0,0.0,666.5839999999997
2010-12-13 04:00:00,0.0,4,0,12,0,0.0,0.0,0.0,666.5839999999997
2010-12-13 05:00:00,0.0,5,0,12,0,0.0,0.0,0.0,666.5839999999997
2010-12-13 06:00:00,0.0,6,0,12,0,0.0,0.0,0.0,666.5839999999997
2010-12-13 07:00:00,0.0,7,0,12,0,0.0,0.0,0.0,666.5839999999997
2010-12-13 08:00:00,0.0,8,0,12,0,0.0,0.0,1078.48,666.5839999999997
2010-12-13 09:00:00,3873.3,9,0,12,0,0.0,0.0,3605.13,666.5839999999997
2010-12-13 10:00:00,2848.0,10,0,12,0,3873.3,1425.0,2199.56,827.9714999999998
2010-12-13 11:00:00,1705.98,11,0,12,0,2848.0,4991.065999999994,4991.065999999994,887.2631666666665
2010-12-13 12:00:00,2228.56,12,0,12,0,1705.98,3126.19,4991.065999999994,750.3845833333334
2010-12-13 13:00:00,3871.51,13,0,12,0,2228.56,2305.82,4991.065999999994,712.9833333333335
2010-12-13 14:00:00,3535.44,14,0,12,0,3871.51,2748.01,2305.68,778.2204166666667
2010-12-13 15:00:00,4991.065999999994,15,0,12,0,3535.44,0.0,3247.4,811.0300000000001
2010-12-13 16:00:00,479.09999999999997,16,0,12,0,4991.065999999994,1401.93,639.12,1018.991083333333
2010-12-13 17:00:00,612.98,17,0,12,0,479.09999999999997,0.0,754.32,980.5398333333331
2010-12-13 18:00:00,0.0,18,0,12,0,612.98,0.0,0.0,1006.0806666666664
2010-12-13 19:00:00,0.0,19,0,12,0,0.0,0.0,0.0,1006.0806666666664
2010-12-13 20:00:00,0.0,20,0,12,0,0.0,0.0,0.0,1006.0806666666664
2010-12-13 21:00:00,0.0,21,0,12,0,0.0,0.0,0.0,1006.0806666666664
2010-12-13 22:00:00,0.0,22,0,12,0,0.0,0.0,0.0,1006.0806666666664
2010-12-13 23:00:00,0.0,23,0,12,0,0.0,0.0,0.0,1006.0806666666664
2010-12-14 00:00:00,0.0,0,1,12,0,0.0,0.0,0.0,1006.0806666666664
2010-12-14 01:00:00,0.0,1,1,12,0,0.0,0.0,0.0,1006.0806666666664
2010-12-14 02:00:00,0.0,2,1,12,0,0.0,0.0,0.0,1006.0806666666664
2010-12-14 03:00:00,0.0,3,1,12,0,0.0,0.0,0.0,1006.0806666666664
2010-12-14 04:00:00,0.0,4,1,12,0,0.0,0.0,0.0,1006.0806666666664
2010-12-14 05:00:00,0.0,5,1,12,0,0.0,0.0,0.0,1006.0806666666664
2010-12-14 06:00:00,0.0,6,1,12,0,0.0,0.0,0.0,1006.0806666666664
2010-12-14 07:00:00,0.0,7,1,12,0,0.0,0.0,0.0,1006.0806666666664
2010-12-14 08:00:00,0.0,8,1,12,0,0.0,0.0,0.0,1006.0806666666664
2010-12-14 09:00:00,1114.38,9,1,12,0,0.0,3873.3,4865.96,1006.0806666666664
2010-12-14 10:00:00,1298.14,10,1,12,0,1114.38,2848.0,3880.05,891.1256666666665
2010-12-14 11:00:00,4376.91,11,1,12,0,1298.14,1705.98,4595.9800000000005,826.5481666666665
2010-12-14 12:00:00,4991.065999999994,12,1,12,0,4376.91,2228.56,2434.69,937.8369166666665
2010-12-14 13:00:00,4991.065999999994,13,1,12,0,4991.065999999994,3871.51,4991.065999999994,1052.941333333333
2010-12-14 14:00:00,2676.5299999999997,14,1,12,0,4991.065999999994,3535.44,2467.68,1099.5894999999994
2010-12-14 15:00:00,1695.38,15,1,12,0,2676.5299999999997,4991.065999999994,2704.91,1063.8015833333327
2010-12-14 16:00:00,917.15,16,1,12,0,1695.38,479.09999999999997,4991.065999999994,926.4813333333328
2010-12-14 17:00:00,202.45,17,1,12,0,917.15,612.98,186.66,944.7334166666661
2010-12-14 18:00:00,0.0,18,1,12,0,202.45,0.0,0.0,927.6279999999996
2010-12-14 19:00:00,0.0,19,1,12,0,0.0,0.0,0.0,927.6279999999996
2010-12-14 20:00:00,0.0,20,1,12,0,0.0,0.0,0.0,927.6279999999996
2010-12-14 21:00:00,0.0,21,1,12,0,0.0,0.0,0.0,927.6279999999996
2010-12-14 22:00:00,0.0,22,1,12,0,0.0,0.0,0.0,927.6279999999996
2010-12-14 23:00:00,0.0,23,1,12,0,0.0,0.0,0.0,927.6279999999996
2010-12-15 00:00:00,0.0,0,2,12,0,0.0,0.0,0.0,927.6279999999996
2010-12-15 01:00:00,0.0,1,2,12,0,0.0,0.0,0.0,927.6279999999996
2010-12-15 02:00:00,0.0,2,2,12,0,0.0,0.0,0.0,927.6279999999996
2010-12-15 03:00:00,0.0,3,2,12,0,0.0,0.0,0.0,927.6279999999996
2010-12-15 04:00:00,0.0,4,2,12,0,0.0,0.0,0.0,927.6279999999996
2010-12-15 05:00:00,0.0,5,2,12,0,0.0,0.0,0.0,927.6279999999996
2010-12-15 06:00:00,0.0,6,2,12,0,0.0,0.0,0.0,927.6279999999996
2010-12-15 07:00:00,0.0,7,2,12,0,0.0,0.0,0.0,927.6279999999996
2010-12-15 08:00:00,0.0,8,2,12,0,0.0,0.0,539.45,927.6279999999996
2010-12-15 09:00:00,1278.68,9,2,12,0,0.0,1114.38,2628.54,927.6279999999996
2010-12-15 10:00:00,2607.55,10,2,12,0,1278.68,1298.14,4991.065999999994,934.4738333333329
2010-12-15 11:00:00,4991.065999999994,11,2,12,0,2607.55,4376.91,1997.95,989.0325833333328
2010-12-15 12:00:00,4991.065999999994,12,2,12,0,4991.065999999994,4991.065999999994,4991.065999999994,1014.622416666666
2010-12-15 13:00:00,3903.33,13,2,12,0,4991.065999999994,4991.065999999994,4991.065999999994,1014.6224166666658
2010-12-15 14:00:00,2467.56,14,2,12,0,3903.33,2676.5299999999997,3441.4500000000003,969.300083333333
2010-12-15 15:00:00,4104.06,15,2,12,0,2467.56,1695.38,4991.065999999994,960.5929999999995
2010-12-15 16:00:00,1841.07,16,2,12,0,4104.06,917.15,4334.9,1060.9546666666663
2010-12-15 17:00:00,227.22,17,2,12,0,1841.07,202.45,167.09,1099.451333333333
2010-12-15 18:00:00,0.0,18,2,12,0,227.22,0.0,0.0,1100.4834166666662
2010-12-15 19:00:00,0.0,19,2,12,0,0.0,0.0,0.0,1100.4834166666662
2010-12-15 20:00:00,0.0,20,2,12,0,0.0,0.0,0.0,1100.4834166666662
2010-12-15 21:00:00,0.0,21,2,12,0,0.0,0.0,0.0,1100.4834166666662
2010-12-15 22:00:00,0.0,22,2,12,0,0.0,0.0,0.0,1100.4834166666662
2010-12-15 23:00:00,0.0,23,2,12,0,0.0,0.0,0.0,1100.4834166666662
2010-12-16 00:00:00,0.0,0,3,12,0,0.0,0.0,0.0,1100.4834166666662
2010-12-16 01:00:00,0.0,1,3,12,0,0.0,0.0,0.0,1100.4834166666662
2010-12-16 02:00:00,0.0,2,3,12,0,0.0,0.0,0.0,1100.4834166666662
2010-12-16 03:00:00,0.0,3,3,12,0,0.0,0.0,0.0,1100.4834166666662
2010-12-16 04:00:00,0.0,4,3,12,0,0.0,0.0,0.0,1100.4834166666662
2010-12-16 05:00:00,0.0,5,3,12,0,0.0,0.0,0.0,1100.4834166666662
2010-12-16 06:00:00,0.0,6,3,12,0,0.0,0.0,0.0,1100.4834166666662
2010-12-16 07:00:00,0.0,7,3,12,0,0.0,0.0,0.0,1100.4834166666662
2010-12-16 08:00:00,1761.1,8,3,12,0,0.0,0.0,213.3,1100.4834166666662
2010-12-16 09:00:00,4336.91,9,3,12,0,1761.1,1278.68,2521.23,1173.8625833333329
2010-12-16 10:00:00,4991.065999999994,10,3,12,0,4336.91,2607.55,4991.065999999994,1301.2888333333328
2010-12-16 11:00:00,4279.9,11,3,12,0,4991.065999999994,4991.065999999994,2833.31,1400.6019999999992
2010-12-16 12:00:00,3024.85,12,3,12,0,4279.9,4991.065999999994,4991.065999999994,1370.9700833333327
2010-12-16 13:00:00,4826.99,13,3,12,0,3024.85,3903.33,4991.065999999994,1289.0444166666664
2010-12-16 14:00:00,4529.24,14,3,12,0,4826.99,2467.56,4666.9800000000005,1327.5302499999998
2010-12-16 15:00:00,2313.36,15,3,12,0,4529.24,4104.06,2325.88,1413.4335833333328
2010-12-16 16:00:00,1902.66,16,3,12,0,2313.36,1841.07,2164.01,1338.821083333333
2010-12-16 17:00:00,4708.51,17,3,12,0,1902.66,227.22,443.77,1341.387333333333
2010-12-16 18:00:00,1737.93,18,3,12,0,4708.51,0.0,418.4,1528.10775
2010-12-16 19:00:00,2676.2400000000002,19,3,12,0,1737.93,0.0,729.74,1600.5214999999998
2010-12-16 20:00:00,0.0,20,3,12,0,2676.2400000000002,0.0,300.64,1712.0314999999998
2010-12-16 21:00:00,0.0,21,3,12,0,0.0,0.0,0.0,1712.0314999999998
2010-12-16 22:00:00,0.0,22,3,12,0,0.0,0.0,0.0,1712.0314999999998
2010-12-16 23:00:00,0.0,23,3,12,0,0.0,0.0,0.0,1712.0314999999998
2010-12-17 00:00:00,0.0,0,4,12,0,0.0,0.0,0.0,1712.0314999999998
2010-12-17 01:00:00,0.0,1,4,12,0,0.0,0.0,0.0,1712.0314999999998
2010-12-17 02:00:00,0.0,2,4,12,0,0.0,0.0,0.0,1712.0314999999998
2010-12-17 03:00:00,0.0,3,4,12,0,0.0,0.0,0.0,1712.0314999999998
2010-12-17 04:00:00,0.0,4,4,12,0,0.0,0.0,0.0,1712.0314999999998
2010-12-17 05:00:00,0.0,5,4,12,0,0.0,0.0,0.0,1712.0314999999998
2010-12-17 06:00:00,0.0,6,4,12,0,0.0,0.0,0.0,1712.0314999999998
2010-12-17 07:00:00,0.0,7,4,12,0,0.0,0.0,0.0,1712.0314999999998
2010-12-17 08:00:00,357.01,8,4,12,0,0.0,1761.1,0.0,1712.0314999999998
2010-12-17 09:00:00,1854.9,9,4,12,0,357.01,4336.91,3677.91,1653.52775
2010-12-17 10:00:00,3108.25,10,4,12,0,1854.9,4991.065999999994,4991.065999999994,1550.1106666666665
2010-12-17 11:00:00,2960.95,11,4,12,0,3108.25,4279.9,4449.86,1471.6599999999999
2010-12-17 12:00:00,2667.37,12,4,12,0,2960.95,3024.85,3851.16,1416.70375
2010-12-17 13:00:00,1126.44,13,4,12,0,2667.37,4826.99,3351.6600000000003,1401.8087500000001
2010-12-17 14:00:00,1847.1,14,4,12,0,1126.44,4529.24,1605.88,1247.6191666666666
2010-12-17 15:00:00,3976.46,15,4,12,0,1847.1,2313.36,4991.065999999994,1135.8633333333335
2010-12-17 16:00:00,530.57,16,4,12,0,3976.46,1902.66,158.0,1205.1591666666666
2010-12-17 17:00:00,1584.51,17,4,12,0,530.57,4708.51,259.0,1147.98875
2010-12-17 18:00:00,33.0,18,4,12,0,1584.51,1737.93,0.0,1017.8220833333335
2010-12-17 19:00:00,0.0,19,4,12,0,33.0,2676.2400000000002,0.0,946.7833333333334
2010-12-17 20:00:00,0.0,20,4,12,0,0.0,0.0,0.0,835.2733333333332
2010-12-17 21:00:00,0.0,21,4,12,0,0.0,0.0,0.0,835.2733333333332
2010-12-17 22:00:00,0.0,22,4,12,0,0.0,0.0,0.0,835.2733333333332
2010-12-17 23:00:00,0.0,23,4,12,0,0.0,0.0,0.0,835.2733333333332
2010-12-18 00:00:00,0.0,0,5,12,1,0.0,0.0,0.0,835.2733333333332
2010-12-18 01:00:00,0.0,1,5,12,1,0.0,0.0,0.0,835.2733333333332
2010-12-18 02:00:00,0.0,2,5,12,1,0.0,0.0,0.0,835.2733333333332
2010-12-18 03:00:00,0.0,3,5,12,1,0.0,0.0,0.0,835.2733333333332
2010-12-18 04:00:00,0.0,4,5,12,1,0.0,0.0,0.0,835.2733333333332
2010-12-18 05:00:00,0.0,5,5,12,1,0.0,0.0,0.0,835.2733333333332
2010-12-18 06:00:00,0.0,6,5,12,1,0.0,0.0,0.0,835.2733333333332
2010-12-18 07:00:00,0.0,7,5,12,1,0.0,0.0,0.0,835.2733333333332
2010-12-18 08:00:00,0.0,8,5,12,1,0.0,357.01,0.0,835.2733333333332
2010-12-18 09:00:00,0.0,9,5,12,1,0.0,1854.9,0.0,820.3979166666668
2010-12-18 10:00:00,0.0,10,5,12,1,0.0,3108.25,0.0,743.1104166666668
2010-12-18 11:00:00,0.0,11,5,12,1,0.0,2960.95,0.0,613.6
2010-12-18 12:00:00,0.0,12,5,12,1,0.0,2667.37,0.0,490.2270833333334
2010-12-18 13:00:00,0.0,13,5,12,1,0.0,1126.44,0.0,379.08666666666664
2010-12-18 14:00:00,0.0,14,5,12,1,0.0,1847.1,0.0,332.15166666666664
2010-12-18 15:00:00,0.0,15,5,12,1,0.0,3976.46,0.0,255.18916666666667
2010-12-18 16:00:00,0.0,16,5,12,1,0.0,530.57,0.0,89.50333333333333
2010-12-18 17:00:00,0.0,17,5,12,1,0.0,1584.51,0.0,67.39625
2010-12-18 18:00:00,0.0,18,5,12,1,0.0,33.0,0.0,1.375
2010-12-18 19:00:00,0.0,19,5,12,1,0.0,0.0,0.0,0.0
2010-12-18 20:00:00,0.0,20,5,12,1,0.0,0.0,0.0,0.0
2010-12-18 21:00:00,0.0,21,5,12,1,0.0,0.0,0.0,0.0
2010-12-18 22:00:00,0.0,22,5,12,1,0.0,0.0,0.0,0.0
2010-12-18 23:00:00,0.0,23,5,12,1,0.0,0.0,0.0,0.0
2010-12-19 00:00:00,0.0,0,6,12,1,0.0,0.0,0.0,0.0
2010-12-19 01:00:00,0.0,1,6,12,1,0.0,0.0,0.0,0.0
2010-12-19 02:00:00,0.0,2,6,12,1,0.0,0.0,0.0,0.0
2010-12-19 03:00:00,0.0,3,6,12,1,0.0,0.0,0.0,0.0
2010-12-19 04:00:00,0.0,4,6,12,1,0.0,0.0,0.0,0.0
2010-12-19 05:00:00,0.0,5,6,12,1,0.0,0.0,0.0,0.0
2010-12-19 06:00:00,0.0,6,6,12,1,0.0,0.0,0.0,0.0
2010-12-19 07:00:00,0.0,7,6,12,1,0.0,0.0,0.0,0.0
2010-12-19 08:00:00,0.0,8,6,12,1,0.0,0.0,0.0,0.0
2010-12-19 09:00:00,0.0,9,6,12,1,0.0,0.0,0.0,0.0
2010-12-19 10:00:00,259.55,10,6,12,1,0.0,0.0,1425.0,0.0
2010-12-19 11:00:00,2787.51,11,6,12,1,259.55,0.0,4991.065999999994,10.814583333333333
2010-12-19 12:00:00,469.87,12,6,12,1,2787.51,0.0,3126.19,126.96083333333335
2010-12-19 13:00:00,947.32,13,6,12,1,469.87,0.0,2305.82,146.53875000000002
2010-12-19 14:00:00,1712.81,14,6,12,1,947.32,0.0,2748.01,186.01041666666666
2010-12-19 15:00:00,1240.33,15,6,12,1,1712.81,0.0,0.0,257.3775
2010-12-19 16:00:00,0.0,16,6,12,1,1240.33,0.0,1401.93,309.0579166666667
2010-12-19 17:00:00,0.0,17,6,12,1,0.0,0.0,0.0,309.0579166666667
2010-12-19 18:00:00,0.0,18,6,12,1,0.0,0.0,0.0,309.0579166666667
2010-12-19 19:00:00,0.0,19,6,12,1,0.0,0.0,0.0,309.0579166666667
2010-12-19 20:00:00,0.0,20,6,12,1,0.0,0.0,0.0,309.0579166666667
2010-12-19 21:00:00,0.0,21,6,12,1,0.0,0.0,0.0,309.0579166666667
2010-12-19 22:00:00,0.0,22,6,12,1,0.0,0.0,0.0,309.0579166666667
2010-12-19 23:00:00,0.0,23,6,12,1,0.0,0.0,0.0,309.0579166666667
2010-12-20 00:00:00,0.0,0,0,12,0,0.0,0.0,0.0,309.0579166666667
2010-12-20 01:00:00,0.0,1,0,12,0,0.0,0.0,0.0,309.0579166666667
2010-12-20 02:00:00,0.0,2,0,12,0,0.0,0.0,0.0,309.0579166666667
2010-12-20 03:00:00,0.0,3,0,12,0,0.0,0.0,0.0,309.0579166666667
2010-12-20 04:00:00,0.0,4,0,12,0,0.0,0.0,0.0,309.0579166666667
2010-12-20 05:00:00,0.0,5,0,12,0,0.0,0.0,0.0,309.0579166666667
2010-12-20 06:00:00,0.0,6,0,12,0,0.0,0.0,0.0,309.0579166666667
2010-12-20 07:00:00,0.0,7,0,12,0,0.0,0.0,0.0,309.0579166666667
2010-12-20 08:00:00,0.0,8,0,12,0,0.0,0.0,0.0,309.0579166666667
2010-12-20 09:00:00,1528.23,9,0,12,0,0.0,0.0,3873.3,309.0579166666667
2010-12-20 10:00:00,1224.07,10,0,12,0,1528.23,259.55,2848.0,372.7341666666667
2010-12-20 11:00:00,2155.17,11,0,12,0,1224.07,2787.51,1705.98,412.92250000000007
2010-12-20 12:00:00,3306.45,12,0,12,0,2155.17,469.87,2228.56,386.575
2010-12-20 13:00:00,4017.33,13,0,12,0,3306.45,947.32,3871.51,504.7658333333333
2010-12-20 14:00:00,2691.29,14,0,12,0,4017.33,1712.81,3535.44,632.6829166666666
